State name,District name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Households,Rural_Households,Urban_Households,Housholds_with_Electric_Lighting,LPG_or_PNG_Households,Households_with_Internet,Households_with_Computer,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Car_Jeep_Van,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Male_percentage,Female_percentage,Sex_ratio,Male_literacy_percent,Female_literacy_percent
TAMIL NADU,THOOTHUKKUDI,627,1750176,865021,885155,1349697,703106,646591,636739,336078,300661,437916,200616,11455,35791,407876,344974,14650,1373920,80740,291908,127,286,53,112,49.0,51.0,102.0,52.0,48.0
TAMIL NADU,TIRUNELVELI,628,3077233,1520912,1556321,2273457,1210710,1062747,1064667,547962,516705,779130,361760,19070,63590,694984,571195,24290,2425630,303368,342254,268,373,144,450,49.0,51.0,102.0,53.0,47.0
TAMIL NADU,KANYAKUMARI,629,1870374,926345,944029,1548738,780541,768197,598041,104253,493788,465692,199188,15673,52943,438938,398548,21577,909872,78590,876299,160,438,156,10,50.0,50.0,102.0,50.0,50.0
TAMIL NADU,DHARMAPURI,630,1506843,774303,732540,917709,527599,390110,487926,396819,91107,337972,104785,3651,18927,310765,258752,5843,1452956,38304,14089,164,39,37,87,51.0,49.0,95.0,57.0,43.0
TAMIL NADU,KRISHNAGIRI,631,1879809,960232,919577,1187958,667062,520896,580540,437988,142552,409237,151246,9619,38239,383553,321489,13381,1723737,115303,35956,468,121,373,221,51.0,49.0,96.0,56.0,44.0
TAMIL NADU,COIMBATORE,632,3458045,1729297,1728748,2635907,1394790,1241117,1169752,284795,884957,896325,675153,63273,149920,841918,777347,87211,3044145,211035,190314,1112,435,3284,237,50.0,50.0,100.0,53.0,47.0
TAMIL NADU,TIRUPPUR,633,2479052,1246159,1232893,1760566,959623,800943,894908,356886,538022,655073,463530,17181,55311,609808,560785,43477,2278835,123983,70015,455,198,371,119,50.0,50.0,99.0,55.0,45.0
PUDUCHERRY,YANAM,634,55626,27301,28325,39274,19919,19355,15519,0,15519,12859,10399,207,597,7393,7831,226,53537,1191,873,3,1,4,4,49.0,51.0,104.0,51.0,49.0
PUDUCHERRY,PUDUCHERRY,635,950289,468258,482031,726649,380946,345703,291037,87296,203741,226316,170120,15437,34007,193771,190330,13245,855294,32674,58328,245,366,1328,147,49.0,51.0,103.0,52.0,48.0
PUDUCHERRY,MAHE,636,41816,19143,22673,36470,16610,19860,12110,0,12110,7150,3632,574,1484,6488,6913,858,27940,12856,958,3,21,14,3,46.0,54.0,118.0,46.0,54.0
PUDUCHERRY,KARAIKAL,637,200222,97809,102413,154916,79903,75013,69333,35618,33715,47880,28366,1868,4870,38869,38555,2550,152638,28835,18391,46,63,54,14,49.0,51.0,105.0,52.0,48.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,638,36842,20727,16115,25332,15397,9935,15958,15958,0,9301,3644,57,230,4830,6669,193,8681,1336,26077,343,119,0,248,56.0,44.0,78.0,61.0,39.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,639,105597,54861,50736,78683,43186,35497,40185,39091,1094,18641,5897,388,1193,14735,19406,910,81163,2165,21870,77,84,4,47,52.0,48.0,92.0,55.0,45.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,640,238142,127283,110859,190266,105794,84472,85532,34901,50631,52479,31998,2789,6771,44400,52025,5323,174452,28912,33037,866,135,27,269,53.0,47.0,87.0,56.0,44.0
